<ID|readonly|noverify>;<Chinese>;<max_chars>;;;;;;;;;;;;;;;;;;;
re_2000_j20_1;J 20;;;;;;;;;;;;;;;;;;;;
re_2000_j20_2;J 20;;;;;;;;;;;;;;;;;;;;
p-51d-20-na_j26_shop;J 26;;;;;;;;;;;;;;;;;;;;
p-51d-20-na_j26_0;北\t美 J 26;;;;;;;;;;;;;;;;;;;;
p-51d-20-na_j26_1;J 26;;;;;;;;;;;;;;;;;;;;
p-51d-20-na_j26_2;J 26;;;;;;;;;;;;;;;;;;;;
vampire_fb5_j28b_shop;J 28B;;;;;;;;;;;;;;;;;;;;
vampire_fb5_j28b_0;德·哈\t维\t兰 J 28B;;;;;;;;;;;;;;;;;;;;
vampire_fb5_j28b_1;J 28B;;;;;;;;;;;;;;;;;;;;
vampire_fb5_j28b_2;J 28;;;;;;;;;;;;;;;;;;;;
saab_b17a_shop;B 17A;;;;;;;;;;;;;;;;;;;;
saab_b17a_0;萨\t博 B 17A;;;;;;;;;;;;;;;;;;;;
saab_b17a_1;B 17A;;;;;;;;;;;;;;;;;;;;
saab_b17a_2;B 17;;;;;;;;;;;;;;;;;;;;
saab_b17b_shop;B 17B;;;;;;;;;;;;;;;;;;;;
saab_b17b_0;萨\t博 B 17B;;;;;;;;;;;;;;;;;;;;
saab_b17b_1;B 17B;;;;;;;;;;;;;;;;;;;;
saab_b17b_2;B 17;;;;;;;;;;;;;;;;;;;;
saab_b17bs_shop;S 17BS;;;;;;;;;;;;;;;;;;;;
saab_b17bs_0;萨\t博 S 17BS;;;;;;;;;;;;;;;;;;;;
saab_b17bs_1;S 17BS;;;;;;;;;;;;;;;;;;;;
saab_b17bs_2;S 17;;;;;;;;;;;;;;;;;;;;
saab_b18a_shop;B 18A;;;;;;;;;;;;;;;;;;;;
saab_b18a_0;萨\t博 B 18A;;;;;;;;;;;;;;;;;;;;
saab_b18a_1;B 18A;;;;;;;;;;;;;;;;;;;;
saab_b18a_2;B 18;;;;;;;;;;;;;;;;;;;;
saab_b18b_shop;B 18B;;;;;;;;;;;;;;;;;;;;
saab_b18b_0;萨\t博 B 18B;;;;;;;;;;;;;;;;;;;;
saab_b18b_1;B 18B;;;;;;;;;;;;;;;;;;;;
saab_b18b_2;B 18;;;;;;;;;;;;;;;;;;;;
saab_t18b_1_shop;T 18B-1;;;;;;;;;;;;;;;;;;;;
saab_t18b_1_0;萨\t博 T 18B-1;;;;;;;;;;;;;;;;;;;;
saab_t18b_1_1;T 18B;;;;;;;;;;;;;;;;;;;;
saab_t18b_1_2;T 18;;;;;;;;;;;;;;;;;;;;
saab_t18b_2_shop;T 18B-2;;;;;;;;;;;;;;;;;;;;
saab_t18b_2_0;萨\t博 T 18B-2;;;;;;;;;;;;;;;;;;;;
saab_t18b_2_1;T 18B;;;;;;;;;;;;;;;;;;;;
saab_t18b_2_2;T 18;;;;;;;;;;;;;;;;;;;;
saab_j35xs_shop;J 35XS\t“龙”;;;;;;;;;;;;;;;;;;;;
saab_j35xs_0;萨\t博 J 35XS\t“龙”;;;;;;;;;;;;;;;;;;;;
saab_j35xs_1;J 35XS;;;;;;;;;;;;;;;;;;;;
saab_j35xs_2;J 35;;;;;;;;;;;;;;;;;;;;
saab_f35_wdns_shop;F-35 WDNS\t“龙”;;;;;;;;;;;;;;;;;;;;
saab_f35_wdns_0;萨\t博 F-35\t（A 35XD）\tWDNS\t（武\t器\t投\t放\t和\t导\t航\t系\t统）\t“龙”;;;;;;;;;;;;;;;;;;;;
saab_f35_wdns_1;A 35XD;;;;;;;;;;;;;;;;;;;;
saab_f35_wdns_2;A 35;;;;;;;;;;;;;;;;;;;;
saab_j35d_shop;J 35D\t“龙”;;;;;;;;;;;;;;;;;;;;
saab_j35d_0;萨\t博 J 35D\t“龙”;;;;;;;;;;;;;;;;;;;;
saab_j35d_1;J 35D;;;;;;;;;;;;;;;;;;;;
saab_j35d_2;J 35;;;;;;;;;;;;;;;;;;;;
saab_j32b_shop;J 32B\t“长\t矛”;;;;;;;;;;;;;;;;;;;;
saab_j32b_0;萨\t博 J 32B\t“长\t矛”;;;;;;;;;;;;;;;;;;;;
saab_j32b_1;J 32B;;;;;;;;;;;;;;;;;;;;
saab_j32b_2;J 32;;;;;;;;;;;;;;;;;;;;
saab_a32a_shop;A 32A\t“长\t矛”;;;;;;;;;;;;;;;;;;;;
saab_a32a_0;萨\t博 A 32A\t“长\t矛”;;;;;;;;;;;;;;;;;;;;
saab_a32a_1;A 32A;;;;;;;;;;;;;;;;;;;;
saab_a32a_2;A 32;;;;;;;;;;;;;;;;;;;;
saab_a32a_red_adam_shop;A 32A\t“长\t矛”\t（F 17 联\t队）;;;;;;;;;;;;;;;;;;;;
saab_a32a_red_adam_0;萨\t博 A 32A\t“长\t矛”\t（布\t莱\t金\t厄\t飞\t行\t联\t队）;;;;;;;;;;;;;;;;;;;;
saab_a32a_red_adam_1;A 32A;;;;;;;;;;;;;;;;;;;;
saab_a32a_red_adam_2;A 32;;;;;;;;;;;;;;;;;;;;
j6k1_shop;试\t制\t阵\t风;;;;;;;;;;;;;;;;;;;;
j6k1_0;川\t西 J6K1 十\t八\t式\t甲\t战\t斗\t机;;;;;;;;;;;;;;;;;;;;
j6k1_1;试\t制\t阵\t风;;;;;;;;;;;;;;;;;;;;
j6k1_2;阵\t风;;;;;;;;;;;;;;;;;;;;
ah_6m_shop;AH-6M\t“小\t鸟”;;;;;;;;;;;;;;;;;;;;
ah_6m_0;MD 直\t升\t机 AH-6M\t“小\t鸟”;;;;;;;;;;;;;;;;;;;;
ah_6m_1;AH-6M;;;;;;;;;;;;;;;;;;;;
ah_6m_2;AH-6;;;;;;;;;;;;;;;;;;;;
oh_58d_shop;OH-58D\t“基\t奥\t瓦\t战\t士”;;;;;;;;;;;;;;;;;;;;
oh_58d_0;贝\t尔 OH-58D\t“基\t奥\t瓦\t战\t士”;;;;;;;;;;;;;;;;;;;;
oh_58d_1;OH-58D;;;;;;;;;;;;;;;;;;;;
oh_58d_2;OH-58;;;;;;;;;;;;;;;;;;;;
oh_58d_china_shop;␗\tOH-58D\t“基\t奥\t瓦\t战\t士”;;;;;;;;;;;;;;;;;;;;
oh_58d_china_0;␗\t贝\t尔 OH-58D\t“基\t奥\t瓦\t战\t士”;;;;;;;;;;;;;;;;;;;;
oh_58d_china_1;␗\tOH-58D;;;;;;;;;;;;;;;;;;;;
oh_58d_china_2;␗\tOH-58;;;;;;;;;;;;;;;;;;;;
ah_64e_shop;AH-64E\t“阿\t帕\t奇\t卫\t士”;;;;;;;;;;;;;;;;;;;;
ah_64e_0;波\t音 AH-64E\t“阿\t帕\t奇\t卫\t士”;;;;;;;;;;;;;;;;;;;;
ah_64e_1;AH-64E;;;;;;;;;;;;;;;;;;;;
ah_64e_2;AH-64;;;;;;;;;;;;;;;;;;;;
ah_64d_shop;AH-64D\t“长\t弓\t阿\t帕\t奇”;;;;;;;;;;;;;;;;;;;;
ah_64d_0;波\t音 AH-64D\t“长\t弓\t阿\t帕\t奇”;;;;;;;;;;;;;;;;;;;;
ah_64d_1;AH-64D;;;;;;;;;;;;;;;;;;;;
ah_64d_2;AH-64;;;;;;;;;;;;;;;;;;;;
ah_64d_i_saraph_shop;\tAH-64D-I\t“穴\t蝰”;;;;;;;;;;;;;;;;;;;;
ah_64d_i_saraph_0;\t波\t音 AH-64D-I\t“穴\t蝰”;;;;;;;;;;;;;;;;;;;;
ah_64d_i_saraph_1;\tAH-64D-I;;;;;;;;;;;;;;;;;;;;
ah_64d_i_saraph_2;\tAH-64;;;;;;;;;;;;;;;;;;;;
ah_64d_japan_shop;▅\tAH-64DJP\t“长\t弓\t阿\t帕\t奇”;;;;;;;;;;;;;;;;;;;;
ah_64d_japan_0;▅\t富\t士 AH-64DJP\t“长\t弓\t阿\t帕\t奇”;;;;;;;;;;;;;;;;;;;;
ah_64d_japan_1;▅\tAH-64D;;;;;;;;;;;;;;;;;;;;
ah_64d_japan_2;▅\tAH-64;;;;;;;;;;;;;;;;;;;;
ah_64d_netherlands_shop;◘\tAH-64D\t“长\t弓\t阿\t帕\t奇”;;;;;;;;;;;;;;;;;;;;
ah_64d_netherlands_0;◘\t波\t音 AH-64D\t“长\t弓\t阿\t帕\t奇”;;;;;;;;;;;;;;;;;;;;
ah_64d_netherlands_1;◘\tAH-64D;;;;;;;;;;;;;;;;;;;;
ah_64d_netherlands_2;◘\tAH-64;;;;;;;;;;;;;;;;;;;;
ah_64a_peten_shop;▃\tAH-64A\t“眼\t镜\t蛇”\t（以\t色\t列）;;;;;;;;;;;;;;;;;;;;
ah_64a_peten_0;▃\t麦\t克\t唐\t纳\t-\t道\t格\t拉\t斯 AH-64A\t“眼\t镜\t蛇”\t（以\t色\t列）;;;;;;;;;;;;;;;;;;;;
ah_64a_peten_1;▃\tAH-64A;;;;;;;;;;;;;;;;;;;;
ah_64a_peten_2;▃\tAH-64;;;;;;;;;;;;;;;;;;;;
ah_64a_iaf_shop;\tAH-64A\t“眼\t镜\t蛇”;;;;;;;;;;;;;;;;;;;;
ah_64a_iaf_0;\t麦\t克\t唐\t纳\t-\t道\t格\t拉\t斯 AH-64A\t“眼\t镜\t蛇”;;;;;;;;;;;;;;;;;;;;
ah_64a_iaf_1;\tAH-64A;;;;;;;;;;;;;;;;;;;;
ah_64a_iaf_2;\tAH-64;;;;;;;;;;;;;;;;;;;;
ah_64a_peten_iaf_shop;\tAH-64A\t“眼\t镜\t蛇”;;;;;;;;;;;;;;;;;;;;
ah_64a_peten_iaf_0;\t麦\t克\t唐\t纳\t-\t道\t格\t拉\t斯 AH-64A\t“眼\t镜\t蛇”;;;;;;;;;;;;;;;;;;;;
ah_64a_peten_iaf_1;\tAH-64A;;;;;;;;;;;;;;;;;;;;
ah_64a_peten_iaf_2;\tAH-64;;;;;;;;;;;;;;;;;;;;
mh_60l_dap_shop;MH-60L DAP\t“黑\t鹰”;;;;;;;;;;;;;;;;;;;;
mh_60l_dap_0;西\t科\t斯\t基 MH-60L DAP\t（直\t接\t行\t动\t渗\t透\t型）\t“黑\t鹰”;;;;;;;;;;;;;;;;;;;;
mh_60l_dap_1;MH-60L;;;;;;;;;;;;;;;;;;;;
mh_60l_dap_2;MH-60L;;;;;;;;;;;;;;;;;;;;
ah_60_iaf_shop;\tAH-60L\t“战\t斗\t鹰”;;;;;;;;;;;;;;;;;;;;
ah_60_iaf_0;\t西\t科\t斯\t基 武\t装\t黑\t鹰\t演\t示\t机;;;;;;;;;;;;;;;;;;;;
ah_60_iaf_1;\tAH-60L;;;;;;;;;;;;;;;;;;;;
ah_60_iaf_2;\tAH-60L;;;;;;;;;;;;;;;;;;;;
tis_ma_shop;“MA”\t（TIS 原\t型\t机）;;;;;;;;;;;;;;;;;;;;
tis_ma_0;波\t利\t卡\t波\t夫\t “MA”\t（TIS 原\t型\t机）;;;;;;;;;;;;;;;;;;;;
tis_ma_1;“MA”\t（TIS 原\t型\t机）;;;;;;;;;;;;;;;;;;;;
tis_ma_2;“MA”\t（TIS 原\t型\t机）;;;;;;;;;;;;;;;;;;;;
ah_mk1_shop;▄\t“阿\t帕\t奇”\tAH.1;;;;;;;;;;;;;;;;;;;;
ah_mk1_0;▄\t奥\t古\t斯\t塔\t-\t韦\t斯\t特\t兰\t “阿\t帕\t奇”\tAH.1;;;;;;;;;;;;;;;;;;;;
ah_mk1_1;▄\t“阿\t帕\t奇”\tAH.1;;;;;;;;;;;;;;;;;;;;
ah_mk1_2;▄\t“阿\t帕\t奇”;;;;;;;;;;;;;;;;;;;;
rah_66_shop;RAH-66\t“科\t曼\t奇”;;;;;;;;;;;;;;;;;;;;
rah_66_0;波\t音\t-\t西\t科\t斯\t基 RAH-66\t“科\t曼\t奇”;;;;;;;;;;;;;;;;;;;;
rah_66_1;RAH-66;;;;;;;;;;;;;;;;;;;;
rah_66_2;RAH-66;;;;;;;;;;;;;;;;;;;;
ah_64a_shop;AH-64A\t“阿\t帕\t奇”;;;;;;;;;;;;;;;;;;;;
ah_64a_0;麦\t克\t唐\t纳\t-\t道\t格\t拉\t斯 AH-64A\t“阿\t帕\t奇”;;;;;;;;;;;;;;;;;;;;
ah_64a_1;AH-64A;;;;;;;;;;;;;;;;;;;;
ah_64a_2;AH-64;;;;;;;;;;;;;;;;;;;;
ah_64a_greece_usa_shop;▃\tAH-64A\t“阿\t帕\t奇”;;;;;;;;;;;;;;;;;;;;
ah_64a_greece_usa_0;▃\t麦\t克\t唐\t纳\t-\t道\t格\t拉\t斯 AH-64A\t“阿\t帕\t奇”\t（希\t腊）;;;;;;;;;;;;;;;;;;;;
ah_64a_greece_usa_1;▃\tAH-64A;;;;;;;;;;;;;;;;;;;;
ah_64a_greece_usa_2;▃\tAH-64;;;;;;;;;;;;;;;;;;;;
nesher_shop;“兀\t鹫”;;;;;;;;;;;;;;;;;;;;
nesher_0;以\t色\t列\t航\t空\t工\t业\t “兀\t鹫”;;;;;;;;;;;;;;;;;;;;
nesher_1;“兀\t鹫”;;;;;;;;;;;;;;;;;;;;
nesher_2;“兀\t鹫”;;;;;;;;;;;;;;;;;;;;
uk_ram_90mm_aa_shop;▄\t“公\t羊”II\t/3.7 英\t寸\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
uk_ram_90mm_aa_0;▄\t“公\t羊”II 巡\t洋\t坦\t克\t/3.7 英\t寸\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
uk_ram_90mm_aa_1;▄\t“公\t羊”II\t/3.7 英\t寸\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
uk_ram_90mm_aa_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
uk_vfm_5_shop;VFM 5;;;;;;;;;;;;;;;;;;;;
uk_vfm_5_0;维\t克\t斯\t-FMC Mk 5;;;;;;;;;;;;;;;;;;;;
uk_vfm_5_1;VFM 5;;;;;;;;;;;;;;;;;;;;
uk_vfm_5_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
uk_rooikat_76_shop;▄\t“大\t山\t猫”\tMk 1D;;;;;;;;;;;;;;;;;;;;
uk_rooikat_76_0;▄\t“大\t山\t猫”\tMk 1D;;;;;;;;;;;;;;;;;;;;
uk_rooikat_76_1;▄\t“大\t山\t猫”\tMk 1D;;;;;;;;;;;;;;;;;;;;
uk_rooikat_76_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
uk_rooikat_105_td_shop;▄\t“大\t山\t猫”\t/105 毫\t米;;;;;;;;;;;;;;;;;;;;
uk_rooikat_105_td_0;▄\t“大\t山\t猫”\t/105 毫\t米;;;;;;;;;;;;;;;;;;;;
uk_rooikat_105_td_1;▄\t“大\t山\t猫”\t/105 毫\t米;;;;;;;;;;;;;;;;;;;;
uk_rooikat_105_td_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
fr_aml_90_shop;AML 90;;;;;;;;;;;;;;;;;;;;
fr_aml_90_0;潘\t哈\t德\t轻\t型\t装\t甲\t车\t（H-90 炮\t塔）;;;;;;;;;;;;;;;;;;;;
fr_aml_90_1;AML 90;;;;;;;;;;;;;;;;;;;;
fr_aml_90_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
it_otobreda_sidam_25_mistral_shop;“西\t达\t姆”\t25/\t“西\t北\t风”;;;;;;;;;;;;;;;;;;;;
it_otobreda_sidam_25_mistral_0;25 毫\t米\t意\t大\t利\t机\t动\t式\t区\t域\t防\t御\t系\t统\t/\t“西\t北\t风\t“防\t空\t导\t弹;;;;;;;;;;;;;;;;;;;;
it_otobreda_sidam_25_mistral_1;“西\t达\t姆”\t25;;;;;;;;;;;;;;;;;;;;
it_otobreda_sidam_25_mistral_2;自\t行\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
germ_flakpanzer_IV_Ostwind_2_net_shop;“东\t风”\tII 防\t空\t坦\t克\t（507 重\t型\t装\t甲\t营）;;;;;;;;;;;;;;;;;;;;
germ_flakpanzer_IV_Ostwind_2_net_0;四\t号\t防\t空\t坦\t克\t/37 毫\t米\t双\t联\t装\t防\t空\t炮\t（507 重\t型\t装\t甲\t营）;;;;;;;;;;;;;;;;;;;;
germ_flakpanzer_IV_Ostwind_2_net_1;“东\t风”\tII 防\t空\t坦\t克\t（507 重\t型\t装\t甲\t营）;;;;;;;;;;;;;;;;;;;;
germ_flakpanzer_IV_Ostwind_2_net_2;自\t行\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
germ_flakpanzer_IV_Ostwind_2_shop;“东\t风”\tII 防\t空\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_flakpanzer_IV_Ostwind_2_0;四\t号\t防\t空\t坦\t克\t/37 毫\t米\t双\t联\t装\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
germ_flakpanzer_IV_Ostwind_2_1;“东\t风”\tII 防\t空\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_flakpanzer_IV_Ostwind_2_2;自\t行\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
germ_radpanzer_90_shop;轮\t式\t战\t车 90;;;;;;;;;;;;;;;;;;;;
germ_radpanzer_90_0;实\t验\t轮\t式\t战\t车 90;;;;;;;;;;;;;;;;;;;;
germ_radpanzer_90_1;轮\t式\t战\t车 90;;;;;;;;;;;;;;;;;;;;
germ_radpanzer_90_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_mkpz_m48a2c_shop;▀\tM48A2 C;;;;;;;;;;;;;;;;;;;;
germ_mkpz_m48a2c_0;▀\tM48A2 C;;;;;;;;;;;;;;;;;;;;
germ_mkpz_m48a2c_1;▀\tM48;;;;;;;;;;;;;;;;;;;;
germ_mkpz_m48a2c_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
ussr_object_775_shop;775 工\t程;;;;;;;;;;;;;;;;;;;;
ussr_object_775_0;775 工\t程;;;;;;;;;;;;;;;;;;;;
ussr_object_775_1;775 工\t程;;;;;;;;;;;;;;;;;;;;
ussr_object_775_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
ussr_object_292_shop;292 工\t程;;;;;;;;;;;;;;;;;;;;
ussr_object_292_0;292 工\t程;;;;;;;;;;;;;;;;;;;;
ussr_object_292_1;292 工\t程;;;;;;;;;;;;;;;;;;;;
ussr_object_292_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
ussr_object_435_shop;435 工\t程;;;;;;;;;;;;;;;;;;;;
ussr_object_435_0;435 工\t程;;;;;;;;;;;;;;;;;;;;
ussr_object_435_1;435 工\t程;;;;;;;;;;;;;;;;;;;;
ussr_object_435_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
ussr_object_279_shop;279 工\t程;;;;;;;;;;;;;;;;;;;;
ussr_object_279_0;279 工\t程;;;;;;;;;;;;;;;;;;;;
ussr_object_279_1;279 工\t程;;;;;;;;;;;;;;;;;;;;
ussr_object_279_2;重\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
ussr_object_685_shop;685 工\t程;;;;;;;;;;;;;;;;;;;;
ussr_object_685_0;685 工\t程;;;;;;;;;;;;;;;;;;;;
ussr_object_685_1;685 工\t程;;;;;;;;;;;;;;;;;;;;
ussr_object_685_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_is_2_1943_no402_shop;␗\tIS-2 1943 型\t（“402”\t号）;;;;;;;;;;;;;;;;;;;;
cn_is_2_1943_no402_0;␗\tIS-2 1943 型\t（“402”\t号）;;;;;;;;;;;;;;;;;;;;
cn_is_2_1943_no402_1;␗\tIS-2;;;;;;;;;;;;;;;;;;;;
cn_is_2_1943_no402_2;重\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_t_26_no531_shop;␗\tT-26 1933 型\t（“531”\t号）;;;;;;;;;;;;;;;;;;;;
cn_t_26_no531_0;␗\tT-26 1933 型\t（“531”\t号）;;;;;;;;;;;;;;;;;;;;
cn_t_26_no531_1;␗\tT-26;;;;;;;;;;;;;;;;;;;;
cn_t_26_no531_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_t_34_85_zis_53_no215_shop;␗\tT-34-85\t（“215”\t号）;;;;;;;;;;;;;;;;;;;;
cn_t_34_85_zis_53_no215_0;␗\tT-34-85\t（“215”\t号）;;;;;;;;;;;;;;;;;;;;
cn_t_34_85_zis_53_no215_1;␗\tT-34-85;;;;;;;;;;;;;;;;;;;;
cn_t_34_85_zis_53_no215_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_type_69_shop;ZTZ69;;;;;;;;;;;;;;;;;;;;
cn_type_69_0;ZTZ1969 式\t中\t型\t坦\t克 (WZ121);;;;;;;;;;;;;;;;;;;;
cn_type_69_1;ZTZ69;;;;;;;;;;;;;;;;;;;;
cn_type_69_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_type_69_2a_shop;ZTZ69-IIA;;;;;;;;;;;;;;;;;;;;
cn_type_69_2a_0;ZTZ1969-IIA 式\t主\t战\t坦\t克 (BW121A);;;;;;;;;;;;;;;;;;;;
cn_type_69_2a_1;ZTZ69-IIA;;;;;;;;;;;;;;;;;;;;
cn_type_69_2a_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_type_86_shop;ZBD86;;;;;;;;;;;;;;;;;;;;
cn_type_86_0;ZBD1986 式\t履\t带\t步\t兵\t战\t车 (WZ501);;;;;;;;;;;;;;;;;;;;
cn_type_86_1;ZBD86;;;;;;;;;;;;;;;;;;;;
cn_type_86_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_t_26_1940_shop;␗\tT-26 1933 型;;;;;;;;;;;;;;;;;;;;
cn_t_26_1940_0;␗\tT-26 1933 型;;;;;;;;;;;;;;;;;;;;
cn_t_26_1940_1;␗\tT-26;;;;;;;;;;;;;;;;;;;;
cn_t_26_1940_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_bt_5_shop;␗\tBT-5 1933 型;;;;;;;;;;;;;;;;;;;;
cn_bt_5_0;␗\tBT-5 1933 型;;;;;;;;;;;;;;;;;;;;
cn_bt_5_1;␗\tBT-5;;;;;;;;;;;;;;;;;;;;
cn_bt_5_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_type_95_ha_go_shop;␗\t九\t五\t式\t轻\t战\t车;;;;;;;;;;;;;;;;;;;;
cn_type_95_ha_go_0;␗\t九\t五\t式\t轻\t战\t车 Ha-Go;;;;;;;;;;;;;;;;;;;;
cn_type_95_ha_go_1;␗\t九\t五\t式\t轻\t战\t车;;;;;;;;;;;;;;;;;;;;
cn_type_95_ha_go_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m3a3_stuart_shop;␗\tM3A3\t“斯\t图\t亚\t特”;;;;;;;;;;;;;;;;;;;;
cn_m3a3_stuart_0;␗\tM3A3 轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m3a3_stuart_1;␗\tM3A3 轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m3a3_stuart_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_type_97_chi_ha_shop;␗\t九\t七\t式\t中\t战\t车;;;;;;;;;;;;;;;;;;;;
cn_type_97_chi_ha_0;␗\t九\t七\t式\t中\t战\t车 Chi-Ha;;;;;;;;;;;;;;;;;;;;
cn_type_97_chi_ha_1;␗\t九\t七\t式\t中\t战\t车;;;;;;;;;;;;;;;;;;;;
cn_type_97_chi_ha_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_type_97_kai_shop;␗\t九\t七\t式\t中\t战\t车\t改;;;;;;;;;;;;;;;;;;;;
cn_type_97_kai_0;␗\t九\t七\t式\t中\t战\t车 Chi-Ha 改;;;;;;;;;;;;;;;;;;;;
cn_type_97_kai_1;␗\t九\t七\t式\t中\t战\t车\t改;;;;;;;;;;;;;;;;;;;;
cn_type_97_kai_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m5a1_stuart_shop;␗\tM5A1\t“斯\t图\t亚\t特”;;;;;;;;;;;;;;;;;;;;
cn_m5a1_stuart_0;␗\tM5A1 轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m5a1_stuart_1;␗\tM5A1 轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m5a1_stuart_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
shop/group/cn_m3_m5_stuart_group;␗\tM3/M5\t“斯\t图\t亚\t特”;;;;;;;;;;;;;;;;;;;;
cn_lvt_4_zis_2_shop;␗\tLVT(A)-4/ZiS-2;;;;;;;;;;;;;;;;;;;;
cn_lvt_4_zis_2_0;␗\t（装\t甲）\t履\t带\t式\t登\t陆\t车 Mark 4\t/ZiS-2;;;;;;;;;;;;;;;;;;;;
cn_lvt_4_zis_2_1;␗\tLVT(A)-4;;;;;;;;;;;;;;;;;;;;
cn_lvt_4_zis_2_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_t_34_1942_shop;␗\tT-34 1943 型;;;;;;;;;;;;;;;;;;;;
cn_t_34_1942_0;␗\tT-34 1943 型;;;;;;;;;;;;;;;;;;;;
cn_t_34_1942_1;␗\tT-34;;;;;;;;;;;;;;;;;;;;
cn_t_34_1942_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m3a3_stuart_1st_ptg_shop;␗\tM3A3\t“斯\t图\t亚\t特”\t（暂\t编\t第 1 大\t队）;;;;;;;;;;;;;;;;;;;;
cn_m3a3_stuart_1st_ptg_0;␗\tM3A3 轻\t型\t坦\t克\t（暂\t编\t第 1 坦\t克\t大\t队）;;;;;;;;;;;;;;;;;;;;
cn_m3a3_stuart_1st_ptg_1;␗\tM3A3 轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m3a3_stuart_1st_ptg_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m4a4_sherman_1st_ptg_shop;␗\tM4A4\t“谢\t尔\t曼”\t（暂\t编\t第 1 大\t队）;;;;;;;;;;;;;;;;;;;;
cn_m4a4_sherman_1st_ptg_0;␗\tM4A4 中\t型\t坦\t克\t（暂\t编\t第 1 坦\t克\t大\t队）;;;;;;;;;;;;;;;;;;;;
cn_m4a4_sherman_1st_ptg_1;␗\tM4A4 中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m4a4_sherman_1st_ptg_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m4a4_sherman_shop;␗\tM4A4\t“谢\t尔\t曼”;;;;;;;;;;;;;;;;;;;;
cn_m4a4_sherman_0;␗\tM4A4 中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m4a4_sherman_1;␗\tM4A4 中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m4a4_sherman_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m8_scott_shop;␗\tM8\t“斯\t科\t特”;;;;;;;;;;;;;;;;;;;;
cn_m8_scott_0;␗\t75 毫\t米\t榴\t弹\t炮\t机\t动\t式\t运\t载\t车 M8;;;;;;;;;;;;;;;;;;;;
cn_m8_scott_1;␗\tM8 榴\t弹\t炮\t运\t载\t车;;;;;;;;;;;;;;;;;;;;
cn_m8_scott_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
cn_m24_chaffee_shop;␗\tM24\t“霞\t飞”;;;;;;;;;;;;;;;;;;;;
cn_m24_chaffee_0;␗\tM24 轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
