<ID|readonly|noverify>;<Chinese>
weapons/37mm_54_breda_mod1938_mod38_aircool_twin_naval_user_cannon;37 毫\t米\t/54 布\t雷\t达 1938 型\t机\t关\t炮
weapons/37mm_54_breda_mod1938_mod39_aircool_single_naval_user_cannon;37 毫\t米\t/54 布\t雷\t达 1939 型\t机\t关\t炮
37mm_gr_tracciante_da37ca_he_t;防\t空\t曳\t光\t榴\t弹
weapons/40mm_l70_bofors_oto_breda_naval_user_cannon;40 毫\t米\t/70 布\t雷\t达\t-\t博\t福\t斯\t机\t关\t炮\t（107 型\t炮\t座）
40mm_apfs_ds;尾\t翼\t稳\t定\t脱\t壳\t穿\t甲\t弹
40mm_bofors_breda_hei_t;高\t爆\t燃\t烧\t曳\t光\t弹
40mm_bofors_breda_he_pff;预\t制\t破\t片\t榴\t弹
40mm_bofors_breda_l70_he;高\t爆\t燃\t烧\t曳\t光\t弹
40mm_bofors_breda_l70_he_radio_fuse;预\t制\t破\t片\t榴\t弹
weapons/rocket_nettuno_mk1_naval_rocket_launcher;“海\t王\t星”\t反\t舰\t导\t弹
weapons/rocket_nettuno_mk1_naval_rocket_launcher/short;“海\t王\t星”
nettuno_mk1_asw;“海\t王\t星”
weapons/120mm_45_oto_1926_naval_user_cannon;120 毫\t米\t/45 奥\t托 1926 型\t舰\t炮
120mm_45_granata_dirompente_he;爆\t破\t榴\t弹
120mm_45_granata_perforante_ap;穿\t甲\t榴\t弹
120mm_45_granata_dirompente_contro_aerea_he;防\t空\t爆\t破\t榴\t弹
weapons/20mm_70_isotta_fraschini_mod1939_naval_user_cannon;20 毫\t米\t/70 斯\t科\t蒂\t-\t伊\t索\t塔\t-\t弗\t拉\t斯\t基\t尼 1939 型\t防\t空\t炮
weapons/135mm_45_oto_mod1938_naval_user_cannon;135 毫\t米\t/45 奥\t托 1938 型\t舰\t炮
135mm_45_gr_dir_he;爆\t破\t榴\t弹
135mm_45_gr_perf_aphebc;穿\t甲\t榴\t弹
135mm_45_gr_dir_contro_aerea_he_tf;防\t空\t爆\t破\t榴\t弹
weapons/6_5mm_breda_mod30_naval_user_machinegun;6.5 毫\t米\t布\t雷\t达 1930 型\t机\t枪
weapons/20mm_oerlikon_3s_single_naval_user_cannon;20 毫\t米\t厄\t利\t孔 3S 型\t机\t关\t炮
weapons/germ_mine_emc;EMC 触\t发\t引\t信\t系\t留\t水\t雷
weapons/germ_mine_emc/short;EMC
weapons/germ_mine_emd;EMD 触\t发\t引\t信\t系\t留\t水\t雷
weapons/germ_mine_emd/short;EMD
weapons/germ_mine_emf;EMF 触\t发\t引\t信\t系\t留\t水\t雷
weapons/germ_mine_emf/short;EMF
weapons/it_mine_elia145_1925;维\t克\t斯\t-\t伊\t莱\t亚 145/1925 型\t磁\t性\t引\t信\t系\t留\t水\t雷
weapons/it_mine_elia145_1925/short;145/1925 型
weapons/it_mine_bollo_p125_1932;博\t洛 P.125/1932 型\t触\t发\t引\t信\t系\t留\t水\t雷
weapons/it_mine_bollo_p125_1932/short;P.125/1932 型
weapons/it_mine_bollo_p200_p5;博\t洛 P.200/1936 型\t触\t发\t引\t信\t系\t留\t水\t雷
weapons/it_mine_bollo_p200_p5/short;P.200/1936 型
weapons/jp_mine_mk6_mod1;Mark 6 Mod 1 触\t发\t引\t信\t系\t留\t水\t雷
weapons/jp_mine_mk6_mod1/short;Mark 6 Mod 1
weapons/jp_mine_type88_mod1;八\t八\t式\t机\t雷\t改\t一\t（触\t发\t引\t信\t系\t留\t水\t雷）
weapons/jp_mine_type88_mod1/short;八\t八\t式\t改\t一
weapons/jp_mine_type93_mod1;九\t三\t式\t机\t雷\t一\t型\t（触\t发\t引\t信\t系\t留\t水\t雷）
weapons/jp_mine_type93_mod1/short;九\t三\t式\t一\t型
weapons/ussr_mine_1908_1939_115;1908/39 型\t触\t发\t引\t信\t系\t留\t水\t雷
weapons/ussr_mine_1908_1939_115/short;1908/39 型
weapons/ussr_mine_1912_100;1912 型\t触\t发\t引\t信\t系\t留\t水\t雷
weapons/ussr_mine_1912_100/short;1912 型
weapons/ussr_mine_amd_1000;AMD-1000 空\t投\t磁\t性\t引\t信\t沉\t底\t水\t雷
weapons/ussr_mine_amd_1000/short;AMD-1000
weapons/ussr_mine_kb1_1931;KB-1 1931 型\t触\t发\t引\t信\t系\t留\t水\t雷
weapons/ussr_mine_kb1_1931/short;KB-1 1931 型
weapons/ussr_mine_kb3_1940;KB-3 1940 型\t触\t发\t引\t信\t系\t留\t水\t雷
weapons/ussr_mine_kb3_1940/short;KB-3 1940 型
weapons/ussr_mine_kmd2_500;KMD-2-500 磁\t性\t引\t信\t沉\t底\t水\t雷
weapons/ussr_mine_kmd2_500/short;KMD-2-500
weapons/ussr_mine_kmd2_1000;KMD-2-1000 磁\t性\t引\t信\t沉\t底\t水\t雷
weapons/ussr_mine_kmd2_1000/short;KMD-2-1000
weapons/ussr_mine_m26;M-26 触\t发\t引\t信\t系\t留\t水\t雷
weapons/ussr_mine_m26/short;M-26
weapons/ussr_mine_r1;R-1 触\t发\t引\t信\t江\t河\t系\t留\t水\t雷
weapons/ussr_mine_r1/short;R-1
weapons/ussr_mine_yam43;YaM 1943 型\t小\t型\t触\t发\t引\t信\t近\t岸\t系\t留\t水\t雷
weapons/ussr_mine_yam43/short;YaM 1943 型
weapons/ussr_mine_mirab;MIRAB 磁\t性\t引\t信\t沉\t底\t水\t雷
weapons/ussr_mine_mirab/short;MIRAB
weapons/us_mine_mk13_mod0;Mark 13 Mod 0 空\t投\t磁\t性\t引\t信\t水\t雷
weapons/us_mine_mk13_mod0/short;Mark 13 Mod 0
weapons/uk_mine_type_a_mk1;A 式 Mk I 空\t投\t磁\t性\t引\t信\t水\t雷
weapons/uk_mine_type_a_mk1/short;A 式 Mk I
weapons/uk_mine_type_m_mk1;Mk I 触\t发\t引\t信\t系\t留\t水\t雷
weapons/uk_mine_type_m_mk1/short;Mk I
weapons/uk_mine_type_m_mk2;M 式 Mk II 磁\t性\t引\t信\t沉\t底\t水\t雷
weapons/uk_mine_type_m_mk2/short;M 式 Mk II
weapons/12_7mm_63_breda_safat_naval_user_machinegun;12.7 毫\t米\t布\t雷\t达\t-SAFAT 机\t枪
weapons/cannon_type23_2k;23 毫\t米 23-2K 型\t机\t炮
weapons/305mm_52_obr1907_naval_user_cannon;305 毫\t米 12 英\t寸\t/52 1907 型\t舰\t炮
weapons/305mm_52_obr1907_mariya_naval_user_cannon;305 毫\t米 12 英\t寸\t/52 1907 型\t舰\t炮
305mm_obr1911_ap;1911 型\t被\t帽\t穿\t甲\t弹
305mm_obr1911_he;1911 型\t榴\t弹
305mm_obr1911_sap;1911 型\t半\t穿\t甲\t弹
305mm_obr1928_er_he;1928 型\t榴\t弹
weapons/356mm_52_obr1913_naval_user_cannon;356 毫\t米 14 英\t寸\t/52 1913 型\t舰\t炮
356mm_obr1911_ap;1911 型\t穿\t甲\t弹
356mm_obr1913_he;1913 型\t榴\t弹
weapons/63mm_38_obr1916_naval_user_cannon;63 毫\t米\t/38 1916 型\t防\t空\t炮
63mm_he_df;榴\t弹\t（时\t间\t引\t信）
weapons/76mm_50_canet_obr1892_naval_user_cannon;75 毫\t米\t/50 1892 型\t“卡\t内”\t舰\t炮\t（梅\t勒\t炮\t座）
75mm_obr1915_hetf;1915 型\t榴\t弹\t（时\t间\t引\t信）
76mm_obr1915_hetf;1915 型\t榴\t弹\t（时\t间\t引\t信）
130mm_obr1911_he;1911 型\t榴\t弹
130mm_obr1911_sap;1911 型\t半\t穿\t甲\t弹
weapons/ussr_450mm_mod1912_torpedo;456 毫\t米 1912 型\t鱼\t雷\t（湿\t式\t热\t动\t力）
weapons/ussr_450mm_mod1912_torpedo/short;1912 型
weapons/ussr_450mm_mod1910_torpedo;456 毫\t米 1910 型\t鱼\t雷\t（湿\t式\t热\t动\t力）
weapons/ussr_450mm_mod1910_torpedo/short;1910 型
weapons/120mm_50_obr1905_naval_user_cannon;120 毫\t米\t/50 1905 型\t舰\t炮
120mm_obr1911_he;1911 型\t榴\t弹
120mm_obr1911_sap;1911 型\t半\t穿\t甲\t弹
weapons/76mm_45_3in_20cwt_qf_mk1_naval_user_cannon;76 毫\t米 3 英\t寸 QF 20 英\t担 Mk I 高\t角\t防\t空\t炮
76mm_45_ww_i_tf;HE\t（时\t间\t引\t信）
weapons/305mm_45_12inch_mark10_naval_user_cannon;305 毫\t米 12 英\t寸 BL Mk X 舰\t炮
305mm_4crh_mark_2a_he;HE Mk IIa
305mm_4crh_mark_6a_apc;APC Mk VIa
305mm_4crh_mark_7a_cpc;CPC Mk VIIa
weapons/305mm_50_12inch_mk7_naval_user_cannon;305 毫\t米 12 英\t寸\t/50 Mark 7 舰\t炮
305mm_mk15_ap;Mark 15 穿\t甲\t弹
weapons/76mm_50_3inch_12pdr_18cwt_qf_mk1_naval_user_cannon;76 毫\t米 QF 12 磅 18 英\t担 Mk I 舰\t炮
76mm_50_mk2_common;Mk II 常\t规\t弹
weapons/uk_450mm_18in_rgf_mark6_hbh_torpedo;450 毫\t米 18 英\t寸 Mk VI** 鱼\t雷
weapons/uk_450mm_18in_rgf_mark6_hbh_torpedo/short;Mk VI**
weapons/127mm_54_mk42_naval_user_cannon;127 毫\t米 5 英\t寸\t/54 Mark 42 高\t平\t两\t用\t炮
weapons/127mm_54_mk16_single_naval_user_cannon;127 毫\t米 5 英\t寸\t/54 Mark 16 高\t平\t两\t用\t炮\t（Mark 39 炮\t座）
127mm_54_vt_hc_mk41;Mark 41 近\t炸\t引\t信\t高\t爆\t弹
weapons/283mm_45_skl_45_naval_user_cannon;283 毫\t米 SK L/45 舰\t炮
283mm_spgr_l_3_6_he_bdz;SprGr. L/3.6 Bd.Z
283mm_psgr_l_3_2;PsGr. L/3.2
weapons/150mm_45_skl_45_naval_user_cannon;150 毫\t米 SK L/45 舰\t炮
150mm_spgr_l_3_2_kz_he;SprGr. L/4.1 Kz
150mm_spgr_l_3_2_sap;SprGr. L/4.1 Bd.Z
150mm_45_pzgr_l_3_7;PsGr. L/3.7 (m.Hb)
weapons/88mm_45_skl_45_mpl_c06_naval_user_cannon;88 毫\t米 SK L/45 舰\t炮\t（MPL C/06 炮\t廓）
weapons/88mm_45_skl_45_mpl_c13_ha_naval_user_cannon;88 毫\t米 SK L/45 防\t空\t炮\t（MPL C/13 炮\t座）
88mm_45_spgr_l_3_6;SprGr. L/3.6 Kz
88mm_sprgr_skl45_ztz;SprGr. Zt.Z
weapons/7_92mm_mg08_1908_naval_user_machinegun;7.92 毫\t米 MG 08 机\t枪
weapons/8mm_hotchkiss_1914_naval_user_machinegun;8 毫\t米\t霍\t奇\t基\t斯 1914 型\t机\t枪
weapons/305mm_45_12inch_mk5_naval_user_cannon;305 毫\t米 12 英\t寸\t/45 Mark 5 舰\t炮
305mm_7crh_mk15_apc;Mark 15 穿\t甲\t弹
weapons/127mm_50_mk5_naval_user_cannon;127 毫\t米 5 英\t寸\t/50 Mark 5 舰\t炮
127mm_50_mk15_common;Mark 15 常\t规\t弹
127mm_50_apc;被\t帽\t穿\t甲\t弹
28mm_usa_navy_he_t/name;SD Mark 1 防\t空\t弹
weapons/76mm_3_50_mk10_ww1_mk11_mount_naval_user_cannon;76 毫\t米 3 英\t寸\t/50 Mark 10 防\t空\t炮
76mm_aa_mk23_he_tf;Mark 23 防\t空\t弹
weapons/us_533mm_21in_bliss_leavitt_mk1_torpedo;533 毫\t米 21 英\t寸\t布\t利\t斯\t-\t莱\t维\t特 Mark 1 鱼\t雷
weapons/us_533mm_21in_bliss_leavitt_mk1_torpedo/short;布\t利\t斯\t-\t莱\t维\t特 Mark 1
weapons/jp_450mm_type43_torpedo;450 毫\t米\t四\t三\t式\t四\t十\t五\t厘\t鱼\t雷
weapons/jp_450mm_type43_torpedo/short;四\t三\t式\t四\t十\t五\t厘
weapons/305mm_50_41st_year_type_naval_user_cannon;305 毫\t米\t五\t十\t口\t径\t四\t一\t年\t式\t（毘\t式）\t十\t二\t吋\t炮
weapons/305mm_45_41st_year_type_naval_user_cannon;305 毫\t米\t四\t十\t五\t口\t径\t四\t一\t年\t式\t（毘\t式）\t十\t二\t吋\t炮
305mm_50_41st_yt_he;通\t常\t弹
305mm_50_41st_yt_apc;被\t帽\t彻\t甲\t弹
weapons/120mm_45_3rd_year_type_ww1_naval_user_cannon;120 毫\t米\t四\t十\t口\t径\t四\t一\t年\t式\t（安\t式）\t四\t吋\t七\t炮
120mm_45_3rd_yt_he;榴\t弹
weapons/152mm_45_41st_year_type_naval_user_cannon;152 毫\t米\t四\t十\t五\t口\t径\t四\t一\t年\t式\t（安\t式）\t六\t吋\t炮
152mm_45_41st_yt_he;通\t常\t弹
152mm_45_41st_yt_apc;彻\t甲\t弹
weapons/76mm_40_41st_year_type_naval_user_cannon;76 毫\t米\t四\t十\t口\t径\t四\t一\t年\t式\t（安\t式）\t三\t吋\t炮
76mm_40_41st_yt_he_tf;通\t常\t弹\t（时\t限\t信\t管）
weapons/100mm_70_ak100_naval_user_cannon;100 毫\t米 AK-100 舰\t炮\t系\t统
100mm_zs_58r;ZS-58R
weapons/30mm_54_ak630_naval_user_cannon;30 毫\t米 AK-630 速\t射\t舰\t炮\t系\t统
weapons/30mm_54_ak630m_naval_user_cannon;30 毫\t米 AK-630M 速\t射\t舰\t炮\t系\t统
weapons/305mm_50_skl_50_naval_user_cannon;305 毫\t米 SK L/50 舰\t炮
305mm_spgr_l_3_8_bdz_he;SprGr. L/3.8 Bd.Z
305mm_spgr_l_3_3_bdz_sap;SprGr. L/3.3
305_psgr_l_3_4_apc;PsGr. L/3.4
305mm_spgr_l_3_3_bdz_he;SprGr. L/3.3
weapons/de_500mm_g6c_torpedo;500 毫\t米 G 6c 鱼\t雷
weapons/de_500mm_g6c_torpedo/short;G 6c
weapons/305mm_50_12inch_mark11_naval_user_cannon;305 毫\t米 12 英\t寸 BL Mk XI 舰\t炮
weapons/102mm_50_4inch_bl_mk7_naval_user_cannon;102 毫\t米 4 英\t寸 BL Mk VII 舰\t炮
102mm_50_bl_he;3crh HE
102mm_50_bl_cpc;3crh CPC
weapons/uk_533mm_21in_mk1_torpedo;533 毫\t米 21 英\t寸 Mk I 鱼\t雷
weapons/uk_533mm_21in_mk1_torpedo/short;Mk I
weapons/jp_533mm_type43_torpedo;533 毫\t米\t四\t三\t式\t五\t十\t三\t厘\t鱼\t雷
weapons/jp_533mm_type43_torpedo/short;四\t三\t式\t五\t十\t三\t厘
305mm_mk18_ap;Mark 18 穿\t甲\t弹
305mm_mk7_apcbc;Mark 7 穿\t甲\t弹
305mm_cl_b_he;B 级\t弹
weapons/jp_533mm_type54_mod3_torpedo;533 毫\t米\t试\t制 54 式 3 型\t鱼\t雷
weapons/jp_533mm_type54_mod3_torpedo/short;试\t制 54 式
weapons/de_450mm_c45_91_torpedo;450 毫\t米 C45/91 鱼\t雷
weapons/de_450mm_c45_91_torpedo/short;C45/91
weapons/203mm_55_8inch_mk12_naval_user_cannon;203 毫\t米 8 英\t寸\t/55 Mark 12 舰\t炮
203mm_mk_21_apc;Mark 21 穿\t甲\t弹
weapons/102mm_40_4in_qf_mark3_naval_user_cannon;12 英\t寸
weapons/76mm_60_ak_126_naval_user_cannon;76 毫\t米 AK-176M 速\t射\t舰\t炮\t系\t统
weapons/bomb_ussr_rgb12;RBU-1200 反\t潜\t火\t箭\t深\t弹
weapons/bomb_ussr_rgb12/short;RBU-1200
weapons/356mm_45_41st_year_type_naval_user_cannon;356 毫\t米\t四\t十\t五\t口\t径\t四\t一\t年\t式\t三\t十\t六\t厘\t炮
356mm_ordinary_type_sap;三\t式\t通\t常\t弹
356mm_ordinary_type0_sap;零\t式\t通\t常\t弹
356mm_type3_apc;三\t式\t彻\t甲\t弹
356mm_type5_apc;五\t号\t彻\t甲\t弹
356mm_type91_apc;九\t一\t式\t彻\t甲\t弹
weapons/de_450mm_c06d_torpedo;450 毫\t米 C/06 D 鱼\t雷
weapons/de_450mm_c06d_torpedo/short;C/06 D
weapons/127mm_38_mk12_turret_mk32_twin_naval_user_cannon;127 毫\t米 5 英\t寸\t/38 Mark 12 高\t平\t两\t用\t炮\t（Mark 32 炮\t座）
weapons/uk_533mm_21in_mk20e_bidder_torpedo;533 毫\t米 21 英\t寸 Mk 20\t“投\t标\t人”\t鱼\t雷
weapons/uk_533mm_21in_mk20e_bidder_torpedo/short;Mk 20
weapons/bomb_uk_limbo;“地\t狱\t边\t境”\t反\t潜\t迫\t击\t炮
weapons/bomb_uk_limbo/short;“地\t狱\t边\t境”
weapons/65mm_64_ansaldo_terni_mod_1939_naval_user_cannon;65 毫\t米\t/64 安\t萨\t尔\t多\t-\t特\t尔\t尼 1939 型\t防\t空\t炮
65mm_granata_dirompente;爆\t破\t榴\t弹
65mm_contro_aerea;防\t空\t爆\t破\t榴\t弹
chff/name;干\t扰\t箔
chff/name/short;箔\t片
flr/name;热\t焰\t弹
flr/name/short;热\t焰
weapons/7_62mm_maxim_naval_user_machinegun;7.62 毫\t米\t马\t克\t沁 1910 型\t机\t枪
105mm_incendiary_md;“辣\t鸡”
90mm_ap_md;AP-T
23mm_ap_md;AP-T
20mm_ap_md;AP-T
30mm_jpzsv_ap_md;AP-T
30mm_2a72_ap_md;AP-T
40mm_ap_md;AP-T
106mm_m361a1_md;HEAT
70mm_m247_md;穿\t甲\t火\t箭\t弹
140mm_mlrs_md;燃\t烧\t火\t箭\t弹
weapons/20mm_gai_co1_md_user_cannon;20 毫\t米\t“蚊\t子”\t机\t炮
weapons/40mm_lva_kan_m36_md_user_cannon;40 毫\t米\t“歌\t利\t亚”\t机\t炮
weapons/105mm_lrf_md_user_cannon;105 毫\t米\t“弹\t弓”\t坦\t克\t炮
weapons/105mm_lrf_long_md_user_cannon;90 毫\t米\t“独\t角\t兽”\t坦\t克\t炮
weapons/30mm_zk_453_md_user_cannon;30 毫\t米 ZK453 机\t炮
weapons/30mm_2a72_btr_md_user_cannon;30 毫\t米 2A72 机\t炮
weapons/ato_200_md_flamethrower;火\t焰\t喷\t射\t器
weapons/7_92mm_mg3_md_user_machinegun;7.62 毫\t米 MG3A1 机\t枪
weapons/70mm_Hydra_70_md_user_cannon;“火\t蛇”\t70
weapons/140mm_m14_btr_md_rocket_launcher;BM-14
weapons/12_7mm_m2_hb_md_user_machinegun;12.7 毫\t米 M2HB 勃\t朗\t宁 机\t枪
weapons/12_7mm_smg_50_md_user_machinegun;12.7 毫\t米 s.MG.50 机\t枪
weapons/106mm_106_SR_md_user_cannon;106 毫\t米 M40A1 无\t后\t坐\t力\t炮
weapons/30mm_SAW_user_cannon;30 毫\t米 SAW 机\t关\t炮
weapons/15mm_SAW_user_machinegun;15 毫\t米 SAW 机\t枪
weapons/27mm_CoAW_user_cannon;27 毫\t米 CoAW 机\t关\t炮
weapons/60mm_aa_user_cannon;60 毫\t米 ADW 机\t关\t炮
weapons/140mm_utc_l55_user_cannon;140 毫\t米 ATW 坦\t克\t炮
weapons/130mm_ASuW_launcher_user_cannon;130 毫\t米 ASuW 反\t坦\t克\t导\t弹\t发\t射\t器
140mm_KE;ATW-KE
140mm_mphe;ATW-MP-HE
140mm_clgp;ATW-CLGP
130mm_asuw;ASuW
60mm_mphe;ADW-MP-HE
60mm_ke;ADW-KE
60mm_clgp;ADW-CLGP
weapons/60mm_clgp/short;ADW-CLGP
30mm_mphe;SAW-MP-HE
27mm_ke;CoAW-KE
weapons/85mm_52_92k_naval_user_cannon;85 毫\t米\t/52 92-K 防\t空\t炮
weapons/13_2mm_hotchkiss_naval_user_machinegun;13.2 毫\t米\t霍\t奇\t基\t斯 1929 型\t机\t枪
weapons/305mm_46_armstrong_mod_1909_naval_user_cannon;305 毫\t米 12 英\t寸\t/46 阿\t姆\t斯\t特\t朗 1909 型\t舰\t炮
305mm_46_perforante_sap;穿\t甲\t榴\t弹
305mm_46_palla_apcbc;穿\t甲\t弹
weapons/120mm_50_armstrong_1909_naval_user_cannon;120 毫\t米 4.7 英\t寸\t/50 阿\t姆\t斯\t特\t朗 1909 型\t舰\t炮
120mm_50_gr_perf_1909_sap;穿\t甲\t榴\t弹
weapons/76mm_40_armstrong_mod_1897_1910_naval_user_cannon;76 毫\t米 3 英\t寸\t/40 阿\t姆\t斯\t特\t朗 1897/1910 型\t舰\t炮
76mm_40_gr_perf_aphe;穿\t甲\t榴\t弹
weapons/76mm_40_armstrong_mod_1897_1912_naval_user_cannon;76 毫\t米 3 英\t寸\t/40 阿\t姆\t斯\t特\t朗 1897/1912 型\t舰\t炮
76mm_40_contro_aerea;防\t空\t爆\t破\t榴\t弹
weapons/127mm_51_mk7_naval_user_cannon;127 毫\t米 5 英\t寸\t/51 Mark 7 舰\t炮
127mm_51_apc;穿\t甲\t弹
weapons/7_62mm_fn_mag_naval_user_machinegun;7.92 毫\t米 FN MAG 机\t枪
weapons/305mm_52_obr1907_1941_naval_user_cannon;305 毫\t米 12 英\t寸\t/52 1907 型\t舰\t炮
weapons/20mm_65_rh_202_naval_user_cannon;20 毫\t米 Rh202 机\t关\t炮
weapons/7_62mm_mg3_naval_user_machinegun;7.62 毫\t米 MG3 机\t枪
weapons/203mm_55_8inch_mk9_naval_user_cannon;203 毫\t米 8 英\t寸\t/55 Mark 9 舰\t炮
weapons/57mm_50_6pdr_7cwt_mk5_naval_user_cannon;57 毫\t米 QF 6 磅 Mk V 坦\t克\t炮
weapons/bomb_uk_107mm_17;ML 4.2 英\t寸\t迫\t击\t炮
weapons/bomb_uk_107mm_17/short;ML 4.2 英\t寸
107mm_he_mk2;HE Mk II
weapons/su_kh_25ml;Kh-25ML 导\t弹
weapons/su_kh_25ml/short;Kh-25ML
weapons/su_kh_29t;Kh-29T 导\t弹
weapons/su_kh_29t/short;Kh-29T
weapons/su_kh_29td;Kh-29TD 导\t弹
weapons/su_kh_29td/short;Kh-29TD
weapons/su_kh_29te;Kh-29TE 导\t弹
weapons/su_kh_29te/short;Kh-29TE
weapons/su_kh_38ml;Kh-38ML 导\t弹
weapons/su_kh_38ml/short;Kh-38ML
weapons/su_kh_38mt;Kh-38MT 导\t弹
weapons/su_kh_38mt/short;Kh-38MT
weapons/su_lmur;LMUR 导\t弹
weapons/su_lmur/short;LMUR
weapons/100mm_47_1937_naval_user_cannon;100 毫\t米\t/47 奥\t托 1937 型\t高\t平\t两\t用\t炮
weapons/120mm_45_canet_schneider_armstrong_1918_naval_user_cannon;120 毫\t米\t/45 施\t耐\t德\t-\t卡\t内\t-\t阿\t姆\t斯\t特\t朗 1918/19 型\t舰\t炮
weapons/jp_450mm_type38_no2b_torpedo;450 毫\t米\t三\t八\t式\t二\t号 B 型\t鱼\t雷
weapons/jp_450mm_type38_no2b_torpedo/short;三\t八\t式\t二\t号 B 型
weapons/127mm_54_mk18_turret_mk42_single_naval_user_cannon;127 毫\t米 5 英\t寸\t/54 Mark 18 高\t平\t两\t用\t炮
127mm_54_mk42_mod0_common;Mark 42 特\t种\t常\t规\t弹
127mm_54_hc_mk41_mod0;Mark 41 高\t爆\t弹
weapons/343mm_45_mk5h_naval_user_cannon;343 毫\t米 13.5 英\t寸 BL Mk V(H) 舰\t炮
343mm_mark1a_apc;APC Mk Ia
343mm_he_h;4crh HE
343mm_cpc_h;4crh CPBC
weapons/343mm_45_mk5l_naval_user_cannon;343 毫\t米 13.5 英\t寸 BL Mk V(L) 舰\t炮
343mm_mark2a_apc;APC Mk IIa
343mm_he_l;4crh HE
343mm_cpc_l;4crh CPBC
weapons/152mm_6inch_45_bl_mk7_naval_user_cannon;152 毫\t米 6 英\t寸 BL Mk VII 舰\t炮
weapons/76mm_40_ansaldo_mod_1917_naval_user_cannon;76 毫\t米 3 英\t寸\t/40 安\t萨\t尔\t多 1917 型\t舰\t炮
76mm_it_ansaldo_navy_aphe;穿\t甲\t榴\t弹
76mm_it_ansaldo_navy_he_df;榴\t弹\t（时\t间\t引\t信）
76mm_it_ansaldo_navy_he;榴\t弹
weapons/102mm_35_sav_mod_1915_aa_naval_user_cannon;102 毫\t米 4 英\t寸\t/35 施\t耐\t德\t-\t安\t萨\t尔\t多\t-\t维\t克\t斯 1914-1915 型\t防\t空\t炮
102mm_35_contro_aerea_he;榴\t弹\t（时\t间\t引\t信）
weapons/381mm_40_armstrong_mod_1914_naval_user_cannon;381 毫\t米 15 英\t寸\t/40 阿\t姆\t斯\t特\t朗 1914 型\t舰\t炮
381mm_40_sapcbc;穿\t甲\t榴\t弹
weapons/381mm_50_ansaldo_oto_mod_1934_naval_user_cannon;381 毫\t米\t/50 安\t萨\t尔\t多\t-\t奥\t托 1934-1939 型\t舰\t炮
381mm_50_sapcbc;穿\t甲\t榴\t弹
381mm_50_apcbc;穿\t甲\t弹
weapons/uk_533mm_21in_mk4_torpedo;533 毫\t米 21 英\t寸 Mk IV 鱼\t雷
weapons/uk_533mm_21in_mk4_torpedo/short;Mk IV
343mm_mark3a_apc;APC Mk IIIa
weapons/283mm_54_5_skc_34_naval_user_cannon;283 毫\t米 SK C/34 舰\t炮
283mm_pzgr_l_4_4;PsGr. L/4.4
283mm_spgr_l_4_4_bdz;SprGr. L/4.4 Bd.Z
283mm_sprgr_l_4_4_kz;SprGr. L/4.4 Kpf.Z
283mm_sprgr_l_4_4_kz_ha;SprGr. L/4.4 Zt.Z
weapons/37mm_57_flak_36_naval_user_cannon;37 毫\t米 FlaK 36 防\t空\t炮
weapons/88mm_56_flak18_naval_user_cannon;88 毫\t米 FlaK 18 防\t空\t炮
explosiveType/fp15;Fp.15\t（15% 石\t蜡\t钝\t化 TNT）
weapons/37mm_57_flak_43_naval_user_cannon;37 毫\t米 FlaK 43 防\t空\t炮
weapons/76mm_70_mark_37_naval_user_cannon;76 毫\t米 3 英\t寸\t/70 Mark 37 防\t空\t炮
76mm_mk34_mod1_navy_he;Mark 34 防\t空\t弹
76mm_mk34_mod1_navy_he_vt;Mark 34 近\t炸\t引\t信\t防\t空\t弹
weapons/uk_533mm_21in_mk9b_torpedo;533 毫\t米 21 英\t寸 Mk IX** 鱼\t雷
weapons/uk_533mm_21in_mk9b_torpedo/short;Mk IX**
weapons/45mm_89_sm_21_zif_naval_user_cannon;45 毫\t米\t/89 SM-21-ZIF 防\t空\t炮\t座
76mm_it_om1_navy_he;OM 1
76mm_it_om2_navy_he;OM 2
76mm_it_om2_navy_he_vt;OM 2\t（近\t炸\t引\t信）
weapons/76mm_62_smp_3_naval_user_cannon;76 毫\t米\t/62 SMP 3 舰\t炮
weapons/40mm_l70_bofors_early_breda_naval_user_cannon;40 毫\t米\t/70 博\t福\t斯\t-\t布\t雷\t达\t机\t关\t炮
weapons/356mm_45_14inch_mk8_naval_user_cannon;356 毫\t米 14 英\t寸\t/45 Mark 8 舰\t炮
weapons/356mm_45_14inch_mk12_naval_user_cannon;356 毫\t米 14 英\t寸\t/45 Mark 12 舰\t炮
weapons/356mm_50_14inch_mk11_naval_user_cannon;356 毫\t米 14 英\t寸\t/50 Mark 11 舰\t炮
356mm_mk19_hc;Mark 19 高\t爆\t弹
356mm_mk16_apcbc;Mark 16 穿\t甲\t弹
356mm_class_b_mk9_he;Mark 9 轰\t击\t弹
356mm_class_b_mk11_he;Mark 11 高\t爆\t弹
356mm_mk8_apcbc;Mark 8 穿\t甲\t弹
weapons/127mm_25_5inch_mk11_naval_user_cannon;127 毫\t米 5 英\t寸\t/25 Mark 11 防\t空\t炮
weapons/toon_gun_7_62;7.62 毫\t米\t“勇\t士”\t机\t枪
weapons/toon_gun_7_62/short;“勇\t士”
weapons/toon_gun_12_7;12.7 毫\t米\t“一\t级\t棒”\t机\t枪
weapons/toon_gun_12_7/short;“一\t级\t棒”
weapons/toon_cannon_20;20 毫\t米\t“辩\t论\t家”\t机\t炮
